day,floret,treatment,time,length (mm),ZT
6,1,East,7:15,7.499214158,0.75
6,2,East,7:15,7.179862455,0.75
6,3,East,7:15,7.179017561,0.75
6,1,East,7:30,7.520768579,1
6,2,East,7:30,6.960139399,1
6,3,East,7:30,7.084308185,1
6,1,East,7:45,7.22014,1.25
6,2,East,7:45,7.36859,1.25
6,3,East,7:45,7.01269,1.25
6,1,East,8:00,7.68600813,1.5
6,2,East,8:00,8.348382114,1.5
6,3,East,8:00,8.285536585,1.5
6,1,East,8:15,9.112858586,1.75
6,2,East,8:15,8.808787879,1.75
6,3,East,8:15,8.614212121,1.75
6,1,East,8:30,9.076395205,2
6,2,East,8:30,8.72927117,2
6,3,East,8:30,8.90177502,2
6,1,East,8:45,9.287268519,2.25
6,2,East,8:45,9.325231481,2.25
6,3,East,8:45,9.158740741,2.25
6,1,East,9:00,10.06488218,2.5
6,2,East,9:00,9.655374762,2.5
6,3,East,9:00,10.00431314,2.5
6,1,East,9:15,9.682410841,2.75
6,2,East,9:15,9.4585861,2.75
6,3,East,9:15,9.605820332,2.75
6,1,East,9:30,10.68899221,3
6,2,East,9:30,10.35157981,3
6,3,East,9:30,10.42713295,3
6,1,East,9:45,9.543967742,3.25
6,2,East,9:45,10.08449462,3.25
6,3,East,9:45,9.755397849,3.25
6,1,East,10:00,9.680748554,3.5
6,2,East,10:00,10.0515704,3.5
6,3,East,10:00,9.971950683,3.5
6,1,West,5:30,6.96334375,-1
6,2,West,5:30,6.800359375,-1
6,3,West,5:30,6.89309375,-1
6,1,West,5:45,7.348007797,-0.75
6,2,West,5:45,7.21362963,-0.75
6,3,West,5:45,7.02262768,-0.75
6,1,West,6:00,7.1196,-0.5
6,2,West,6:00,7.178555556,-0.5
6,3,West,6:00,7.0706,-0.5
6,1,West,6:15,6.949725,-0.25
6,2,West,6:15,7.018075,-0.25
6,3,West,6:15,6.6604875,-0.25
6,1,West,6:30,7.510868421,0
6,2,West,6:30,7.376263158,0
6,3,West,6:30,7.503763158,0
6,1,West,6:45,7.479088363,0.25
6,2,West,6:45,7.998979666,0.25
6,3,West,6:45,NA,0.25
6,1,West,7:00,8.133498458,0.5
6,2,West,7:00,8.027795934,0.5
6,3,West,7:00,7.894458014,0.5
6,1,West,7:15,7.877009259,0.75
6,2,West,7:15,7.852907407,0.75
6,3,West,7:15,7.965194444,0.75
6,1,West,7:30,7.41115,1
6,2,West,7:30,7.290875,1
6,3,West,7:30,7.299458333,1
6,1,West,7:45,7.718772727,1.25
6,2,West,7:45,7.585712121,1.25
6,3,West,7:45,7.375613636,1.25
6,1,West,8:00,7.597323417,1.5
6,2,West,8:00,7.443522123,1.5
6,3,West,8:00,7.552228971,1.5
6,1,West,8:15,7.681076923,1.75
6,2,West,8:15,7.544512821,1.75
6,3,West,8:15,7.442700855,1.75
6,1,West,8:30,7.625203252,2
6,2,West,8:30,7.749593496,2
6,3,West,8:30,7.828593496,2
6,1,West,8:45,7.803043011,2.25
6,2,West,8:45,7.389731183,2.25
6,3,West,8:45,8.091182796,2.25
6,1,West,9:00,7.689483333,2.5
6,2,West,9:00,7.453008333,2.5
6,3,West,9:00,7.769383333,2.5
6,1,West,9:15,8.114145833,2.75
6,2,West,9:15,7.862114583,2.75
6,3,West,9:15,7.339635417,2.75
6,1,West,9:30,9.060018519,3
6,2,West,9:30,8.014231481,3
6,3,West,9:30,8.28237037,3
6,1,West,9:45,8.770570242,3.25
6,2,West,9:45,8.247304294,3.25
6,3,West,9:45,NA,3.25
6,1,West,10:00,9.215430712,3.5
6,2,West,10:00,8.680299625,3.5
6,3,West,10:00,8.870669996,3.5
6,1,WestHeat,5:30,6.90075641,-1
6,2,WestHeat,5:30,6.955141026,-1
6,3,WestHeat,5:30,7.116115385,-1
6,1,WestHeat,5:45,6.962716667,-0.75
6,2,WestHeat,5:45,6.9868,-0.75
6,3,WestHeat,5:45,7.015133333,-0.75
6,1,WestHeat,6:00,6.939326087,-0.5
6,2,WestHeat,6:00,7.04375,-0.5
6,3,WestHeat,6:00,6.707304348,-0.5
6,1,WestHeat,6:15,6.996015152,-0.25
6,2,WestHeat,6:15,7.068727273,-0.25
6,3,WestHeat,6:15,6.967106061,-0.25
6,1,WestHeat,6:30,6.622397436,0
6,2,WestHeat,6:30,6.641551282,0
6,3,WestHeat,6:30,6.496820513,0
6,1,WestHeat,6:45,6.675402304,0.25
6,2,WestHeat,6:45,6.822092937,0.25
6,3,WestHeat,6:45,6.5525255,0.25
6,1,WestHeat,7:00,6.925448301,0.5
6,2,WestHeat,7:00,6.797730029,0.5
6,3,WestHeat,7:00,7.285116507,0.5
6,1,WestHeat,7:15,7.251667899,0.75
6,2,WestHeat,7:15,7.440728404,0.75
6,3,WestHeat,7:15,7.44325305,0.75
6,1,WestHeat,7:30,7.579524381,1
6,2,WestHeat,7:30,7.361860648,1
6,3,WestHeat,7:30,7.364875132,1
6,1,WestHeat,7:45,7.868145833,1.25
6,2,WestHeat,7:45,7.77396875,1.25
6,3,WestHeat,7:45,7.687833333,1.25
6,1,WestHeat,8:00,8.017196078,1.5
6,2,WestHeat,8:00,8.503519608,1.5
6,3,WestHeat,8:00,6.941588235,1.5
6,1,WestHeat,8:15,9.389877358,1.75
6,2,WestHeat,8:15,8.917415094,1.75
6,3,WestHeat,8:15,8.904660377,1.75
6,1,WestHeat,8:30,9.588103175,2
6,2,WestHeat,8:30,9.548222222,2
6,3,WestHeat,8:30,9.508563492,2
6,1,WestHeat,8:45,9.383614035,2.25
6,2,WestHeat,8:45,9.159114035,2.25
6,3,WestHeat,8:45,9.111464912,2.25
6,1,WestHeat,9:00,10.10498932,2.5
6,2,WestHeat,9:00,10.06785668,2.5
6,3,WestHeat,9:00,9.997151735,2.5
6,1,WestHeat,9:15,10.23035968,2.75
6,2,WestHeat,9:15,10.20019562,2.75
6,3,WestHeat,9:15,10.32505029,2.75
6,1,WestHeat,9:30,9.683900705,3
6,2,WestHeat,9:30,10.02974769,3
6,3,WestHeat,9:30,9.71636956,3
6,1,WestHeat,9:45,10.02246184,3.25
6,2,WestHeat,9:45,9.903479958,3.25
6,3,WestHeat,9:45,9.97496747,3.25
6,1,WestHeat,10:00,9.284517139,3.5
6,2,WestHeat,10:00,8.553899743,3.5
6,3,WestHeat,10:00,9.013670554,3.5
7,1,East,5:30,6.740525641,-1
7,2,East,5:30,7.051692308,-1
7,3,East,5:30,6.717423077,-1
7,1,East,5:45,7.093118758,-0.75
7,2,East,5:45,6.971947299,-0.75
7,3,East,5:45,7.063427022,-0.75
7,1,East,6:00,7.31195,-0.5
7,2,East,6:00,7.262841667,-0.5
7,3,East,6:00,7.485708333,-0.5
7,1,East,6:15,7.037335569,-0.25
7,2,East,6:15,7.139863296,-0.25
7,3,East,6:15,7.250505116,-0.25
7,1,East,6:30,7.088432441,0
7,2,East,6:30,6.977166712,0
7,3,East,6:30,7.001234761,0
7,1,East,6:45,7.384713754,0.25
7,2,East,6:45,7.424671968,0.25
7,3,East,6:45,7.230572491,0.25
7,1,East,7:00,7.415632479,0.5
7,2,East,7:00,7.140179487,0.5
7,3,East,7:00,7.064854701,0.5
7,1,East,7:15,7.496338153,0.75
7,2,East,7:15,7.425465626,0.75
7,3,East,7:15,7.195238746,0.75
7,1,East,7:30,7.319,1
7,2,East,7:30,6.990666667,1
7,3,East,7:30,7.105,1
7,1,East,7:45,7.527640351,1.25
7,2,East,7:45,7.177052632,1.25
7,3,East,7:45,7.180052632,1.25
7,1,East,8:00,7.831734848,1.5
7,2,East,8:00,7.128507576,1.5
7,3,East,8:00,7.823962121,1.5
7,1,East,8:15,8.359113636,1.75
7,2,East,8:15,8.044416667,1.75
7,3,East,8:15,8.0485,1.75
7,1,East,8:30,9.889423794,2
7,2,East,8:30,9.013793527,2
7,3,East,8:30,8.801190821,2
7,1,East,8:45,8.8821,2.25
7,2,East,8:45,8.986641667,2.25
7,3,East,8:45,9.075875,2.25
7,1,East,9:00,9.460158333,2.5
7,2,East,9:00,9.347583333,2.5
7,3,East,9:00,9.760266667,2.5
7,1,East,9:15,8.914703704,2.75
7,2,East,9:15,9.504990741,2.75
7,3,East,9:15,9.694861111,2.75
7,1,East,9:30,9.764612403,3
7,2,East,9:30,9.520984496,3
7,3,East,9:30,9.584682171,3
7,1,East,9:45,9.157046715,3.25
7,2,East,9:45,8.772779145,3.25
7,3,East,9:45,8.796651677,3.25
7,1,East,10:00,9.461969697,3.5
7,2,East,10:00,9.531310606,3.5
7,3,East,10:00,9.439863636,3.5
7,1,West,5:30,7.182608581,-1
7,2,West,5:30,7.206889748,-1
7,3,West,5:30,7.317601873,-1
7,1,West,5:45,6.897754237,-0.75
7,2,West,5:45,6.796881356,-0.75
7,3,West,5:45,6.24479661,-0.75
7,1,West,6:00,6.921232759,-0.5
7,2,West,6:00,7.053344828,-0.5
7,3,West,6:00,6.915577586,-0.5
7,1,West,6:15,7.317695652,-0.25
7,2,West,6:15,7.272445652,-0.25
7,3,West,6:15,7.400032609,-0.25
7,1,West,6:30,7.465562094,0
7,2,West,6:30,7.426799651,0
7,3,West,6:30,7.681030593,0
7,1,West,6:45,7.277961538,0.25
7,2,West,6:45,7.3798,0.25
7,3,West,6:45,7.177184615,0.25
7,1,West,7:00,7.252888889,0.5
7,2,West,7:00,7.251981481,0.5
7,3,West,7:00,7.154240741,0.5
7,1,West,7:15,7.206530077,0.75
7,2,West,7:15,7.157382108,0.75
7,3,West,7:15,7.128688037,0.75
7,1,West,7:30,7.583294574,1
7,2,West,7:30,7.322155039,1
7,3,West,7:30,7.423992248,1
7,1,West,7:45,7.829955352,1.25
7,2,West,7:45,8.009386632,1.25
7,3,West,7:45,7.329969631,1.25
7,1,West,8:00,7.135846847,1.5
7,2,West,8:00,8.018657658,1.5
7,3,West,8:00,7.660432432,1.5
7,1,West,8:15,7.913458333,1.75
7,2,West,8:15,7.89784375,1.75
7,3,West,8:15,8.012541667,1.75
7,1,West,8:30,8.305890455,2
7,2,West,8:30,7.551447957,2
7,3,West,8:30,7.667020933,2
7,1,West,8:45,7.814176471,2.25
7,2,West,8:45,7.699519608,2.25
7,3,West,8:45,7.789990196,2.25
7,1,West,9:00,7.895801587,2.5
7,2,West,9:00,8.163769841,2.5
7,3,West,9:00,7.831095238,2.5
7,1,West,9:15,8.462237302,2.75
7,2,West,9:15,9.674393347,2.75
7,3,West,9:15,8.694013937,2.75
7,1,West,9:30,9.438648148,3
7,2,West,9:30,9.222583333,3
7,3,West,9:30,8.91262037,3
7,1,West,9:45,9.049675,3.25
7,2,West,9:45,9.104608333,3.25
7,3,West,9:45,8.691541667,3.25
7,1,West,10:00,8.589479817,3.5
7,2,West,10:00,8.672767374,3.5
7,3,West,10:00,8.89525593,3.5
7,1,WestHeat,5:30,7.730569608,-1
7,2,WestHeat,5:30,7.698311543,-1
7,3,WestHeat,5:30,7.595729584,-1
7,1,WestHeat,5:45,7.289531464,-0.75
7,2,WestHeat,5:45,7.399696138,-0.75
7,3,WestHeat,5:45,7.206390904,-0.75
7,1,WestHeat,6:00,7.132416794,-0.5
7,2,WestHeat,6:00,7.3106784,-0.5
7,3,WestHeat,6:00,6.471509705,-0.5
7,1,WestHeat,6:15,7.18793617,-0.25
7,2,WestHeat,6:15,7.177680851,-0.25
7,3,WestHeat,6:15,7.318638298,-0.25
7,1,WestHeat,6:30,7.158001393,0
7,2,WestHeat,6:30,6.920896642,0
7,3,WestHeat,6:30,7.089744505,0
7,1,WestHeat,6:45,7.904571429,0.25
7,2,WestHeat,6:45,8.084581633,0.25
7,3,WestHeat,6:45,7.900846939,0.25
7,1,WestHeat,7:00,7.389409091,0.5
7,2,WestHeat,7:00,7.195954545,0.5
7,3,WestHeat,7:00,7.160418182,0.5
7,1,WestHeat,7:15,7.44762069,0.75
7,2,WestHeat,7:15,7.29737069,0.75
7,3,WestHeat,7:15,7.24637069,0.75
7,1,WestHeat,7:30,8.005642857,1
7,2,WestHeat,7:30,8.09147619,1
7,3,WestHeat,7:30,8.152369048,1
7,1,WestHeat,7:45,7.590117361,1.25
7,2,WestHeat,7:45,7.750024491,1.25
7,3,WestHeat,7:45,7.710633045,1.25
7,1,WestHeat,8:00,7.887158563,1.5
7,2,WestHeat,8:00,7.70211988,1.5
7,3,WestHeat,8:00,7.719612422,1.5
7,1,WestHeat,8:15,7.871383838,1.75
7,2,WestHeat,8:15,7.98020202,1.75
7,3,WestHeat,8:15,7.872313131,1.75
7,1,WestHeat,8:30,7.923228571,2
7,2,WestHeat,8:30,8.971390476,2
7,3,WestHeat,8:30,8.301819048,2
7,1,WestHeat,8:45,9.051294867,2.25
7,2,WestHeat,8:45,7.826530423,2.25
7,3,WestHeat,8:45,7.825271654,2.25
7,1,WestHeat,9:00,8.989883333,2.5
7,2,WestHeat,9:00,8.949975,2.5
7,3,WestHeat,9:00,9.4304,2.5
7,1,WestHeat,9:15,9.632810811,2.75
7,2,WestHeat,9:15,9.616432432,2.75
7,3,WestHeat,9:15,9.93218018,2.75
7,1,WestHeat,9:30,9.590868421,3
7,2,WestHeat,9:30,10.24413158,3
7,3,WestHeat,9:30,9.647885965,3
7,1,WestHeat,9:45,9.927583333,3.25
7,2,WestHeat,9:45,9.578175926,3.25
7,3,WestHeat,9:45,9.588768519,3.25
7,1,WestHeat,10:00,10.00154054,3.5
7,2,WestHeat,10:00,9.080207207,3.5
7,3,WestHeat,10:00,9.65754955,3.5
8,1,East,5:30,6.881474747,-1
8,2,East,5:30,6.823030303,-1
8,3,East,5:30,6.695111111,-1
8,1,East,5:45,6.823683333,-0.75
8,2,East,5:45,6.795558333,-0.75
8,3,East,5:45,6.642575,-0.75
8,1,East,6:00,7.036064604,-0.5
8,2,East,6:00,7.061941257,-0.5
8,3,East,6:00,7.12906894,-0.5
8,1,East,6:15,7.277339981,-0.25
8,2,East,6:15,7.313410375,-0.25
8,3,East,6:15,7.316856591,-0.25
8,1,East,6:30,7.447233333,0
8,2,East,6:30,7.667866667,0
8,3,East,6:30,7.494044444,0
8,1,East,6:45,8.198543159,0.25
8,2,East,6:45,8.10807834,0.25
8,3,East,6:45,8.025693712,0.25
8,1,East,7:00,7.488166329,0.5
8,2,East,7:00,7.428484992,0.5
8,3,East,7:00,7.432711616,0.5
8,1,East,7:15,7.88342735,0.75
8,2,East,7:15,7.875495726,0.75
8,3,East,7:15,7.779880342,0.75
8,1,East,7:30,8.156845528,1
8,2,East,7:30,8.047162602,1
8,3,East,7:30,7.840837398,1
8,1,East,7:45,7.998451023,1.25
8,2,East,7:45,7.835808395,1.25
8,3,East,7:45,7.60920741,1.25
8,1,East,8:00,8.5402,1.5
8,2,East,8:00,8.706641667,1.5
8,3,East,8:00,9.027191667,1.5
8,1,East,8:15,9.332108108,1.75
8,2,East,8:15,9.36645045,1.75
8,3,East,8:15,9.494405405,1.75
8,1,East,8:30,10.12756566,2
8,2,East,8:30,9.926858586,2
8,3,East,8:30,10.18759596,2
8,1,East,8:45,9.94257265,2.25
8,2,East,8:45,10.15079487,2.25
8,3,East,8:45,10.26348718,2.25
8,1,East,9:00,9.547175926,2.5
8,2,East,9:00,9.357166667,2.5
8,3,East,9:00,9.480527778,2.5
8,1,East,9:15,9.78239808,2.75
8,2,East,9:15,9.535503425,2.75
8,3,East,9:15,9.501191331,2.75
8,1,East,9:30,9.990939394,3
8,2,East,9:30,10.11229293,3
8,3,East,9:30,10.0640202,3
8,1,East,9:45,9.943089431,3.25
8,2,East,9:45,10.02518699,3.25
8,3,East,9:45,9.994487805,3.25
8,1,East,10:00,10.42772727,3.5
8,2,East,10:00,10.62821212,3.5
8,3,East,10:00,10.5382197,3.5
8,1,West,5:30,7.204966587,-1
8,2,West,5:30,6.939671609,-1
8,3,West,5:30,6.979461691,-1
8,1,West,5:45,6.782141455,-0.75
8,2,West,5:45,6.943646824,-0.75
8,3,West,5:45,6.862437475,-0.75
8,1,West,6:00,7.043433333,-0.5
8,2,West,6:00,6.8987,-0.5
8,3,West,6:00,7.056808333,-0.5
8,1,West,6:15,8.009438095,-0.25
8,2,West,6:15,7.853685714,-0.25
8,3,West,6:15,7.621447619,-0.25
8,1,West,6:30,7.258314815,0
8,2,West,6:30,7.3255,0
8,3,West,6:30,7.11175,0
8,1,West,6:45,7.821811186,0.25
8,2,West,6:45,7.686939601,0.25
8,3,West,6:45,7.498833597,0.25
8,1,West,7:00,7.62039477,0.5
8,2,West,7:00,7.698096825,0.5
8,3,West,7:00,7.788015548,0.5
8,1,West,7:15,8.140866667,0.75
8,2,West,7:15,7.963371429,0.75
8,3,West,7:15,7.698295238,0.75
8,1,West,7:30,7.596422764,1
8,2,West,7:30,7.552178862,1
8,3,West,7:30,7.53598374,1
8,1,West,7:45,8.274243902,1.25
8,2,West,7:45,8.10704878,1.25
8,3,West,7:45,8.097723577,1.25
8,1,West,8:00,7.722183333,1.5
8,2,West,8:00,7.965516667,1.5
8,3,West,8:00,7.912708333,1.5
8,1,West,8:15,8.130352381,1.75
8,2,West,8:15,8.145438095,1.75
8,3,West,8:15,7.968019048,1.75
8,1,West,8:30,8.246351351,2
8,2,West,8:30,8.171486486,2
8,3,West,8:30,8.238009009,2
8,1,West,8:45,8.16872381,2.25
8,2,West,8:45,8.364666667,2.25
8,3,West,8:45,8.529990476,2.25
8,1,West,9:00,8.533539216,2.5
8,2,West,9:00,8.393892157,2.5
8,3,West,9:00,8.50677451,2.5
8,1,West,9:15,8.451885714,2.75
8,2,West,9:15,8.297561905,2.75
8,3,West,9:15,8.177857143,2.75
8,1,West,9:30,9.30872238,3
8,2,West,9:30,9.389358181,3
8,3,West,9:30,8.903221993,3
8,1,West,9:45,9.66559596,3.25
8,2,West,9:45,9.731707071,3.25
8,3,West,9:45,9.080858586,3.25
8,1,West,10:00,9.850324074,3.5
8,2,West,10:00,10.04452778,3.5
8,3,West,10:00,9.573574074,3.5
8,1,WestHeat,5:30,7.525814633,-1
8,2,WestHeat,5:30,7.443556014,-1
8,3,WestHeat,5:30,7.331968446,-1
8,1,WestHeat,5:45,6.754323529,-0.75
8,2,WestHeat,5:45,7.008127451,-0.75
8,3,WestHeat,5:45,7.055215686,-0.75
8,1,WestHeat,6:00,7.613939556,-0.5
8,2,WestHeat,6:00,7.476707314,-0.5
8,3,WestHeat,6:00,7.493912191,-0.5
8,1,WestHeat,6:15,7.69854321,-0.25
8,2,WestHeat,6:15,7.672716049,-0.25
8,3,WestHeat,6:15,7.250506173,-0.25
8,1,WestHeat,6:30,7.501414141,0
8,2,WestHeat,6:30,7.444959596,0
8,3,WestHeat,6:30,7.311262626,0
8,1,WestHeat,6:45,7.457693694,0.25
8,2,WestHeat,6:45,7.181423423,0.25
8,3,WestHeat,6:45,7.113153153,0.25
8,1,WestHeat,7:00,7.844366667,0.5
8,2,WestHeat,7:00,7.867811111,0.5
8,3,WestHeat,7:00,7.524833333,0.5
8,1,WestHeat,7:15,8.000942986,0.75
8,2,WestHeat,7:15,7.916129688,0.75
8,3,WestHeat,7:15,7.445607255,0.75
8,1,WestHeat,7:30,7.522527222,1
8,2,WestHeat,7:30,7.569132019,1
8,3,WestHeat,7:30,7.3458231,1
8,1,WestHeat,7:45,7.890886288,1.25
8,2,WestHeat,7:45,7.883531262,1.25
8,3,WestHeat,7:45,7.66518338,1.25
8,1,WestHeat,8:00,8.322117872,1.5
8,2,WestHeat,8:00,9.252580258,1.5
8,3,WestHeat,8:00,8.079849876,1.5
8,1,WestHeat,8:15,8.866818113,1.75
8,2,WestHeat,8:15,7.949114039,1.75
8,3,WestHeat,8:15,9.708122571,1.75
8,1,WestHeat,8:30,9.384666667,2
8,2,WestHeat,8:30,9.637033333,2
8,3,WestHeat,8:30,9.404758333,2
8,1,WestHeat,8:45,10.54987719,2.25
8,2,WestHeat,8:45,10.17235965,2.25
8,3,WestHeat,8:45,10.22513158,2.25
8,1,WestHeat,9:00,10.61694624,2.5
8,2,WestHeat,9:00,10.90035484,2.5
8,3,WestHeat,9:00,10.68745161,2.5
8,1,WestHeat,9:15,10.19427619,2.75
8,2,WestHeat,9:15,10.38832381,2.75
8,3,WestHeat,9:15,10.13634286,2.75
8,1,WestHeat,9:30,10.37703532,3
8,2,WestHeat,9:30,9.949326209,3
8,3,WestHeat,9:30,10.72026412,3
8,1,WestHeat,9:45,10.85257576,3.25
8,2,WestHeat,9:45,10.19174747,3.25
8,3,WestHeat,9:45,10.56186869,3.25
8,1,WestHeat,10:00,10.87854472,3.5
8,2,WestHeat,10:00,10.32068293,3.5
8,3,WestHeat,10:00,10.6691626,3.5
9,1,East,5:30,7.964655556,-1
9,2,East,5:30,8.019077778,-1
9,3,East,5:30,7.950444444,-1
9,1,East,5:45,7.909030303,-0.75
9,2,East,5:45,7.716113636,-0.75
9,3,East,5:45,7.75475,-0.75
9,1,East,6:00,7.816547009,-0.5
9,2,East,6:00,8.088247863,-0.5
9,3,East,6:00,7.807418803,-0.5
9,1,East,6:15,7.957871895,-0.25
9,2,East,6:15,8.400154997,-0.25
9,3,East,6:15,8.222412524,-0.25
9,1,East,6:30,7.686608696,0
9,2,East,6:30,7.943586957,0
9,3,East,6:30,7.547833333,0
9,1,East,6:45,8.488666667,0.25
9,2,East,6:45,8.286087302,0.25
9,3,East,6:45,8.131325397,0.25
9,1,East,7:00,8.414425,0.5
9,2,East,7:00,8.335058333,0.5
9,3,East,7:00,8.325608333,0.5
9,1,East,7:15,8.368177778,0.75
9,2,East,7:15,8.62862963,0.75
9,3,East,7:15,7.998192593,0.75
9,1,East,7:30,8.171432168,1
9,2,East,7:30,8.165204061,1
9,3,East,7:30,8.690053542,1
9,1,East,7:45,8.062581699,1.25
9,2,East,7:45,8.006679739,1.25
9,3,East,7:45,8.119699346,1.25
9,1,East,8:00,9.668879755,1.5
9,2,East,8:00,8.547020499,1.5
9,3,East,8:00,10.07170536,1.5
9,1,East,8:15,10.20666667,1.75
9,2,East,8:15,8.882951389,1.75
9,3,East,8:15,10.43131944,1.75
9,1,East,8:30,11.21959699,2
9,2,East,8:30,10.70469215,2
9,3,East,8:30,10.63758257,2
9,1,East,8:45,11.21314815,2.25
9,2,East,8:45,11.14301481,2.25
9,3,East,8:45,10.14578519,2.25
9,1,East,9:00,10.73959722,2.5
9,2,East,9:00,11.51167361,2.5
9,3,East,9:00,10.77092361,2.5
9,1,East,9:15,10.49734783,2.75
9,2,East,9:15,11.1195942,2.75
9,3,East,9:15,10.73392029,2.75
9,1,East,9:30,11.01772807,3
9,2,East,9:30,10.95571053,3
9,3,East,9:30,10.39737719,3
9,1,East,9:45,10.94112679,3.25
9,2,East,9:45,11.01351242,3.25
9,3,East,9:45,11.58213015,3.25
9,1,East,10:00,11.89788596,3.5
9,2,East,10:00,11.4365,3.5
9,3,East,10:00,11.3332807,3.5
9,1,West,5:30,8.148603561,-1
9,2,West,5:30,8.190902843,-1
9,3,West,5:30,7.763536395,-1
9,1,West,5:45,7.604449612,-0.75
9,2,West,5:45,7.473627907,-0.75
9,3,West,5:45,7.197488372,-0.75
9,1,West,6:00,7.851879433,-0.5
9,2,West,6:00,8.081780142,-0.5
9,3,West,6:00,7.825716312,-0.5
9,1,West,6:15,7.479835846,-0.25
9,2,West,6:15,7.902059822,-0.25
9,3,West,6:15,7.738457896,-0.25
9,1,West,6:30,7.963875,0
9,2,West,6:30,7.989641667,0
9,3,West,6:30,7.8558,0
9,1,West,6:45,8.061170732,0.25
9,2,West,6:45,7.752146341,0.25
9,3,West,6:45,7.855626016,0.25
9,1,West,7:00,7.705269771,0.5
9,2,West,7:00,7.528691796,0.5
9,3,West,7:00,7.500968219,0.5
9,1,West,7:15,8.156031746,0.75
9,2,West,7:15,8.28965873,0.75
9,3,West,7:15,7.99652381,0.75
9,1,West,7:30,8.255966667,1
9,2,West,7:30,8.21378,1
9,3,West,7:30,8.209686667,1
9,1,West,7:45,8.516089744,1.25
9,2,West,7:45,7.852070513,1.25
9,3,West,7:45,7.771942308,1.25
9,1,West,8:00,8.246795979,1.5
9,2,West,8:00,7.88006205,1.5
9,3,West,8:00,8.154386858,1.5
9,1,West,8:15,8.191193333,1.75
9,2,West,8:15,8.246506667,1.75
9,3,West,8:15,8.186466667,1.75
9,1,West,8:30,8.720568182,2
9,2,West,8:30,8.80094697,2
9,3,West,8:30,8.568159091,2
9,1,West,8:45,9.237292683,2.25
9,2,West,8:45,8.850138211,2.25
9,3,West,8:45,9.032756098,2.25
9,1,West,9:00,7.9140284,2.5
9,2,West,9:00,8.339875857,2.5
9,3,West,9:00,8.255123009,2.5
9,1,West,9:15,10.05194815,2.75
9,2,West,9:15,9.969474074,2.75
9,3,West,9:15,8.655103704,2.75
9,1,West,9:30,10.91473171,3
9,2,West,9:30,10.87852033,3
9,3,West,9:30,10.99939024,3
9,1,West,9:45,10.65926829,3.25
9,2,West,9:45,10.44417886,3.25
9,3,West,9:45,9.668463415,3.25
9,1,West,10:00,11.01490351,3.5
9,2,West,10:00,10.25171053,3.5
9,3,West,10:00,10.55229825,3.5
9,1,WestHeat,5:30,7.672980296,-1
9,2,WestHeat,5:30,7.551613922,-1
9,3,WestHeat,5:30,7.748322942,-1
9,1,WestHeat,5:45,7.889260163,-0.75
9,2,WestHeat,5:45,7.799479675,-0.75
9,3,WestHeat,5:45,7.760186992,-0.75
9,1,WestHeat,6:00,7.998277778,-0.5
9,2,WestHeat,6:00,7.665907407,-0.5
9,3,WestHeat,6:00,7.780777778,-0.5
9,1,WestHeat,6:15,8.107114035,-0.25
9,2,WestHeat,6:15,8.291947368,-0.25
9,3,WestHeat,6:15,8.161368421,-0.25
9,1,WestHeat,6:30,7.873829268,0
9,2,WestHeat,6:30,7.904178862,0
9,3,WestHeat,6:30,7.32297561,0
9,1,WestHeat,6:45,7.941722222,0.25
9,2,WestHeat,6:45,7.749857143,0.25
9,3,WestHeat,6:45,8.24602381,0.25
9,1,WestHeat,7:00,8.107797101,0.5
9,2,WestHeat,7:00,8.076934783,0.5
9,3,WestHeat,7:00,7.976014493,0.5
9,1,WestHeat,7:15,8.097174603,0.75
9,2,WestHeat,7:15,7.823619048,0.75
9,3,WestHeat,7:15,8.056174603,0.75
9,1,WestHeat,7:30,8.410003405,1
9,2,WestHeat,7:30,8.1489354,1
9,3,WestHeat,7:30,8.072381242,1
9,1,WestHeat,7:45,8.72582,1.25
9,2,WestHeat,7:45,8.70972,1.25
9,3,WestHeat,7:45,8.524106667,1.25
9,1,WestHeat,8:00,9.149119104,1.5
9,2,WestHeat,8:00,8.302674161,1.5
9,3,WestHeat,8:00,8.3007413,1.5
9,1,WestHeat,8:15,10.20049645,1.75
9,2,WestHeat,8:15,10.05163121,1.75
9,3,WestHeat,8:15,10.00592908,1.75
9,1,WestHeat,8:30,10.8846044,2
9,2,WestHeat,8:30,10.31863912,2
9,3,WestHeat,8:30,10.73913009,2
9,1,WestHeat,8:45,11.08761538,2.25
9,2,WestHeat,8:45,10.77064957,2.25
9,3,WestHeat,8:45,10.86769231,2.25
9,1,WestHeat,9:00,10.73578788,2.5
9,2,WestHeat,9:00,10.70243182,2.5
9,3,WestHeat,9:00,10.60231061,2.5
9,1,WestHeat,9:15,11.04991794,2.75
9,2,WestHeat,9:15,11.4423636,2.75
9,3,WestHeat,9:15,11.28330431,2.75
9,1,WestHeat,9:30,10.86805357,3
9,2,WestHeat,9:30,10.92944079,3
9,3,WestHeat,9:30,11.08818115,3
9,1,WestHeat,9:45,10.77648485,3.25
9,2,WestHeat,9:45,10.9860202,3.25
9,3,WestHeat,9:45,10.62823232,3.25
9,1,WestHeat,10:00,11.17304505,3.5
9,2,WestHeat,10:00,10.95343243,3.5
9,3,WestHeat,10:00,11.00909009,3.5
